synset,resource,xref,misc,confidence
00352127-a,sumo,Process,"⊂",
00353206-a,sumo,Process,"⊃",
00354090-a,sumo,Law,"⊂",
00354330-a,sumo,Law,"⊂",
00354433-a,sumo,Process,"⊂",
00355258-a,sumo,Process,"⊂",
00356110-a,sumo,ChemicalDecomposition,"⊂",
00356211-a,sumo,ChemicalDecomposition,"⊃",
00356339-a,sumo,capability,"⊂",
00356648-a,sumo,capability,"⊂",
00356926-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00357983-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00358132-a,sumo,Radiating,"⊂",
00358951-a,sumo,Radiating,"⊃",
00359459-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00359862-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00360041-a,sumo,FinancialTransaction,"⊂",
00360235-a,sumo,FinancialTransaction,"⊃",
00360306-a,sumo,possesses,"⊂",
00360569-a,sumo,possesses,"⊂",
00360650-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00361509-a,sumo,SocialRole,"⊂",
00362467-a,sumo,Happiness,"⊂",
00364479-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00365513-a,sumo,Plant,"⊂",
00365681-a,sumo,Plant,"⊂",
00365799-a,sumo,Organism,"⊂",
00365936-a,sumo,Organism,"⊂",
00366025-a,sumo,Mineral,"⊂",
00366185-a,sumo,Mineral,"⊂",
00366355-a,sumo,Radiating,"⊂",
00366526-a,sumo,Radiating,"⊂",
00366691-a,sumo,ColorAttribute,=,
00386392-a,sumo,ColorAttribute,"⊂",
00392812-a,sumo,Black,=,
00393105-a,sumo,White,=,
00393508-a,sumo,ColorAttribute,"⊂",
00393852-a,sumo,ColorAttribute,"⊂",
00394135-a,sumo,Device,"⊂",
00394331-a,sumo,Device,"⊂",
00394562-a,sumo,ColorAttribute,"⊂",
00401650-a,sumo,ColorAttribute,"⊂",
00402004-a,sumo,Coloring,"⊂",
00402159-a,sumo,SurfaceChange,"⊃",
00402419-a,sumo,ColorAttribute,"⊂",
00404202-a,sumo,ColorAttribute,"⊂",
00406867-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00408031-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00408660-a,sumo,ColorAttribute,"⊂",
00409440-a,sumo,SubjectiveAssessmentAttribute,=,
00409750-a,sumo,Music,"⊂",
00409889-a,sumo,Music,"⊂",
00410078-a,sumo,GeographicArea,"⊂",
00410449-a,sumo,GeographicArea,"⊂",
00411009-a,sumo,believes,"⊂",
00411481-a,sumo,believes,"⊂",
00411886-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00412567-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00413622-a,sumo,ArtWork,"⊂",
00414227-a,sumo,ArtWork,"⊂",
00414709-a,sumo,Classifying,"⊂",
00415002-a,sumo,Classifying,"⊃",
00415228-a,sumo,Classifying,"⊂",
00416415-a,sumo,NormativeAttribute,"⊂",
00416765-a,sumo,IntentionalPsychologicalProcess,"⊂",
00417032-a,sumo,IntentionalPsychologicalProcess,"⊃",
00417413-a,sumo,SubjectiveAssessmentAttribute,=,
00419289-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00424008-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00424370-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00426347-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00426608-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00426907-a,sumo,RadiatingNuclear,"⊂",
00427255-a,sumo,Radiating,"⊃",
00427331-a,sumo,NormativeAttribute,"⊂",
00427786-a,sumo,NormativeAttribute,"⊂",
00428404-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00430191-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00431447-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00433115-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00434692-a,sumo,capability,"⊂",
00434838-a,sumo,capability,"⊂",
00435013-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00435492-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00437539-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00437852-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00438166-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00438567-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00438707-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00439588-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00441781-a,sumo,PositionalAttribute,"⊂",
00442057-a,sumo,PositionalAttribute,"⊂",
00442361-a,sumo,SubjectiveAssessmentAttribute,=,
00444519-a,sumo,Near,=,
00445548-a,sumo,SubjectiveAssessmentAttribute,=,
00446921-a,sumo,Near,"⊂",
00450606-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00451510-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00453529-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00453647-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00453726-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00457598-a,sumo,Clothing,"⊃",
00460386-a,sumo,Putting,"⊂",
00460536-a,sumo,Putting,"⊃",
00460735-a,sumo,RadiatingLight,"⊂",
00461311-a,sumo,RadiatingLight,"⊃",
00462909-a,sumo,located,"⊂",
00463784-a,sumo,PositionalAttribute,"⊂",
00464195-a,sumo,PositionalAttribute,"⊂",
00464399-a,sumo,PositionalAttribute,"⊂",
00464513-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00464962-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00465737-a,sumo,capability,"⊂",
00466365-a,sumo,capability,"⊂",
00466577-a,sumo,Hole,"⊂",
00466725-a,sumo,Hole,"⊃",
00466808-a,sumo,Collection,=,
00467913-a,sumo,Putting,"⊂",
00469603-a,sumo,Disseminating,"⊂",
00470111-a,sumo,Disseminating,"⊃",
00470930-a,sumo,Publication,=,
00471072-a,sumo,Publication,=,
00471178-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00471260-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00471348-a,sumo,Disseminating,"⊂",
00471966-a,sumo,Disseminating,"⊃",
00472057-a,sumo,Law,"⊂",
00472177-a,sumo,Law,"⊂",
00472336-a,sumo,Combining,=,
00472810-a,sumo,Combining,"≠",
00472992-a,sumo,capability,"⊂",
00474043-a,sumo,capability,"⊂",
00474620-a,sumo,capability,"⊂",
00475008-a,sumo,capability,"⊂",
00475125-a,sumo,Combustion,"⊂",
00475749-a,sumo,Combustion,"⊃",
00475996-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00476494-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00476819-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00478015-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00479330-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00479933-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00481222-a,sumo,equal,"⊂",
00481855-a,sumo,equal,"⊂",
00482227-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00483048-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00483146-a,sumo,Corporation,"⊂",
00484333-a,sumo,Corporation,"⊃",
00485044-a,sumo,Residence,=,
00485252-a,sumo,Building,"⊂",
00485431-a,sumo,Position,"⊂",
00485593-a,sumo,Position,"⊂",
00485711-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00487653-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00489108-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00490035-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00491749-a,sumo,capability,"⊂",
00491971-a,sumo,capability,"⊂",
00492332-a,sumo,capability,"⊂",
00492595-a,sumo,capability,"⊂",
00492677-a,sumo,SubjectiveAssessmentAttribute,=,
00493460-a,sumo,instance,=,
00494907-a,sumo,capability,"⊂",
00500569-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00502180-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00503321-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00503982-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00504592-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00506299-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00507053-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00507464-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00508192-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00509039-a,sumo,capability,"⊂",
00509206-a,sumo,capability,"⊂",
00509377-a,sumo,capability,"⊂",
00509735-a,sumo,capability,"⊂",
00510050-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00511214-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00512130-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00512261-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00512487-a,sumo,Contest,"⊂",
00513165-a,sumo,Contest,"⊃",
00513799-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00514278-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00514396-a,sumo,capability,"⊂",
00514717-a,sumo,capability,"⊂",
00514884-a,sumo,forall,"⊂",
00516539-a,sumo,part,"⊂",
00517916-a,sumo,sibling,=,
00518035-a,sumo,familyRelation,"⊂",
00518164-a,sumo,Promise,=,
00518716-a,sumo,NormativeAttribute,"⊂",
00519211-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00520081-a,sumo,Declaring,"⊂",
00520214-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00523978-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00525453-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00529075-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00529266-a,sumo,PsychologicalAttribute,"⊂",
00531342-a,sumo,EmotionalState,"⊂",
00532892-a,sumo,capability,"⊂",
00533851-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00535452-a,sumo,ShapeAttribute,"⊂",
00537339-a,sumo,ShapeAttribute,"⊂",
00538565-a,sumo,DensityFn,"⊂",
00539793-a,sumo,Putting,"⊂",
00542953-a,sumo,equal,"⊂",
00543200-a,sumo,equal,"⊂",
00543603-a,sumo,inScopeOfInterest,=,
00545015-a,sumo,EmotionalState,"⊂",
00546646-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00548781-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00550282-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00550777-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00551806-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00552168-a,sumo,SocialInteraction,"⊃",
00552315-a,sumo,LinguisticExpression,"⊂",
00552618-a,sumo,LinguisticExpression,"⊂",
00552841-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00553899-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00554478-a,sumo,Decreasing,"⊂",
00554780-a,sumo,Increasing,"⊂",
00554879-a,sumo,Decreasing,"⊂",
00555117-a,sumo,Increasing,"⊂",
00555325-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00556709-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00557221-a,sumo,capability,"⊂",
00557304-a,sumo,capability,"⊂",
00557478-a,sumo,RegulatoryProcess,"⊂",
00557637-a,sumo,RegulatoryProcess,"⊃",
00557813-a,sumo,capability,"⊂",
00558232-a,sumo,capability,"⊂",
00558373-a,sumo,Keeping,"⊂",
00559425-a,sumo,Keeping,"⊃",
00559690-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00560453-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00560586-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00561036-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00561600-a,sumo,equal,"⊂",
00562026-a,sumo,equal,"⊂",
00562116-a,sumo,equal,"⊂",
00562469-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00563648-a,sumo,capability,"⊂",
00564262-a,sumo,Separating,"⊂",
00565799-a,sumo,Music,"⊂",
00565962-a,sumo,Music,"⊂",
00566099-a,sumo,connected,=,
00567593-a,sumo,Attaching,"⊃",
00569090-a,sumo,capability,"⊂",
00569568-a,sumo,capability,"⊂",
00570590-a,sumo,Awake,"⊂",
00571643-a,sumo,Unconscious,=,
00573225-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00573770-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00574114-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00574308-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00574422-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00575230-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00576680-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00577920-a,sumo,NormativeAttribute,"⊂",
00579084-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00581401-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00581812-a,sumo,capability,"⊂",
00582164-a,sumo,capability,"⊂",
00582314-a,sumo,capability,"⊂",
00582876-a,sumo,capability,"⊂",
00583239-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00583990-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00584820-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00586183-a,sumo,Damaging,"⊂",
00588797-a,sumo,PsychologicalAttribute,"⊂",
00589624-a,sumo,PsychologicalAttribute,"⊂",
00590390-a,sumo,capability,"⊂",
00590923-a,sumo,True,"⊂",
00591817-a,sumo,BiologicalAttribute,"⊂",
00591953-a,sumo,BiologicalAttribute,"⊂",
00592222-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00593374-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00594413-a,sumo,forall,"⊂",
00596769-a,sumo,forall,"⊂",
00597424-a,sumo,Function,"⊂",
00597599-a,sumo,Function,"⊂",
00597758-a,sumo,meetsTemporally,=,
00598203-a,sumo,agent,"⊂",
00598679-a,sumo,RegulatoryProcess,"⊂",
00599821-a,sumo,RegulatoryProcess,"⊃",
00601783-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00602721-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00603367-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00604399-a,sumo,PsychologicalAttribute,"⊂",
00604617-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00605128-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00605516-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00606602-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00607421-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00608421-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00610057-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00610249-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00610532-a,sumo,RadiatingNuclear,=,
00610861-a,sumo,Device,"⊂",
00611047-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00611938-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00612114-a,sumo,Motion,"⊂",
00612652-a,sumo,Motion,"⊂",
00613068-a,sumo,ShapeAttribute,"⊂",
00614680-a,sumo,Plant,"⊂",
00614990-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00615457-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00615757-a,sumo,Cooking,=,
00619433-a,sumo,Cooking,"⊃",
00619972-a,sumo,Cooperation,=,
00620585-a,sumo,Cooperation,"⊃",
00620731-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00622581-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00623356-a,sumo,BiologicalAttribute,"⊂",
00623565-a,sumo,BiologicalAttribute,"⊂",
00624026-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00625170-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00625393-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00625774-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00626800-a,sumo,Object,=,
00627410-a,sumo,Abstract,"⊂",
00627849-a,sumo,SelfConnectedObject,"⊂",
00629146-a,sumo,Agent,"⊂",
00629532-a,sumo,RegulatoryProcess,"⊂",
00629808-a,sumo,RegulatoryProcess,"⊃",
00629997-a,sumo,Object,=,
00630802-a,sumo,Abstract,"⊂",
00631391-a,sumo,True,"⊂",
00632438-a,sumo,False,"⊂",
00633410-a,sumo,True,"⊂",
00633778-a,sumo,False,"⊂",
00634062-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00634636-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00634862-a,sumo,capability,"⊂",
00635456-a,sumo,capability,"⊂",
00635955-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00636547-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00637751-a,sumo,BiologicalAttribute,"⊂",
00637857-a,sumo,BiologicalAttribute,"⊂",
00638253-a,sumo,DiseaseOrSyndrome,"⊂",
00638501-a,sumo,BiologicalAttribute,"⊂",
00638981-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00639356-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00639842-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00640283-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00641158-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00641640-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00642379-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00642725-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00642934-a,sumo,TimeDuration,"⊂",
00643116-a,sumo,TimeDuration,"⊂",
00643250-a,sumo,capability,"⊂",
00644372-a,sumo,capability,"⊂",
00644839-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00645493-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00646413-a,sumo,TraitAttribute,"⊂",
00647070-a,sumo,TraitAttribute,"⊂",
00647542-a,sumo,TraitAttribute,"⊂",
00648816-a,sumo,TraitAttribute,"⊂",
00648977-a,sumo,PsychologicalAttribute,"⊂",
00649405-a,sumo,TraitAttribute,"⊂",
00649586-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00650351-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00650577-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00651697-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00651935-a,sumo,PureSubstance,"⊂",
00652533-a,sumo,PureSubstance,"⊂",
00652692-a,sumo,ShapeAttribute,"⊂",
00653190-a,sumo,ShapeAttribute,"⊂",
00653295-a,sumo,Certificate,"⊂",
00653434-a,sumo,Certificate,"⊂",
00653514-a,sumo,DiseaseOrSyndrome,"⊂",
00653740-a,sumo,DiseaseOrSyndrome,"⊂",
00653822-a,sumo,On,"⊂",
00654829-a,sumo,CognitiveAgent,"⊂",
00655136-a,sumo,Artifact,"⊂",
00655445-a,sumo,BodyPart,"⊂",
00655779-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00656771-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00656862-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00657064-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00657198-a,sumo,ShapeAttribute,"⊂",
00658259-a,sumo,OneDimensionalFigure,"⊂",
00658942-a,sumo,ShapeAttribute,"⊂",
00659715-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00660019-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00661278-a,sumo,Cutting,"⊂",
00662687-a,sumo,Cutting,"⊃",
00662958-a,sumo,Cutting,"⊂",
00663104-a,sumo,Cutting,"⊃",
00663267-a,sumo,Cutting,"⊂",
00664167-a,sumo,Cutting,"⊃",
00664449-a,sumo,SubjectiveAssessmentAttribute,=,
00665587-a,sumo,PsychologicalAttribute,"⊂",
00666058-a,sumo,TimePosition,"⊂",
00668571-a,sumo,TimePosition,"⊂",
00669478-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00670741-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00671091-a,sumo,Giving,"⊂",
00671441-a,sumo,Giving,"⊃",
00671831-a,sumo,Covering,"⊂",
00672079-a,sumo,Covering,"⊃",
00672226-a,sumo,Making,"⊂",
00672621-a,sumo,Artifact,"⊂",
00673456-a,sumo,Artifact,"⊂",
00674196-a,sumo,Making,"⊂",
00674270-a,sumo,Making,"⊂",
00675064-a,sumo,Manufacture,"⊂",
00675701-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00676457-a,sumo,Process,"⊂",
00676555-a,sumo,Molecule,"⊂",
00677313-a,sumo,Molecule,"⊂",
00677545-a,sumo,Plant,"⊂",
00677877-a,sumo,Plant,"⊂",
00678024-a,sumo,Plant,"⊂",
00678221-a,sumo,Plant,"⊂",
00678473-a,sumo,Plant,"⊂",
00678666-a,sumo,Organism,"⊂",
00678923-a,sumo,Organism,"⊂",
00679147-a,sumo,Damaging,=,
00681094-a,sumo,Damaging,"⊃",
00681409-a,sumo,capability,"⊂",
00681548-a,sumo,capability,"⊂",
00681930-a,sumo,capability,"⊂",
00682744-a,sumo,capability,"⊂",
00682932-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00683185-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00684480-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00685483-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00685638-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00686081-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00686890-a,sumo,Stating,"⊂",
00687163-a,sumo,Questioning,"⊂",
00687356-a,sumo,Stating,"⊂",
00688581-a,sumo,Stating,"⊃",
00688947-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00689471-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00689673-a,sumo,Permission,"⊂",
00689970-a,sumo,Permission,"⊂",
00690058-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00691696-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00692762-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00693356-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00693743-a,sumo,True,"⊂",
00693961-a,sumo,NormativeAttribute,"⊂",
00694086-a,sumo,NormativeAttribute,"⊂",
00694284-a,sumo,NormativeAttribute,"⊂",
00694608-a,sumo,ContestAttribute,"⊂",
00695024-a,sumo,ContestAttribute,"⊂",
00695523-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00696518-a,sumo,PsychologicalAttribute,"⊂",
00697188-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00697389-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00697923-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00698088-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00698262-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00699085-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00699651-a,sumo,Word,"⊂",
00699876-a,sumo,Word,"⊂",
00700016-a,sumo,SoundAttribute,"⊂",
00700312-a,sumo,SoundAttribute,"⊂",
00700451-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00701479-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00702773-a,sumo,FloweringPlant,"⊂",
00702962-a,sumo,FloweringPlant,"⊂",
00703109-a,sumo,EmotionalState,"⊂",
00704609-a,sumo,EmotionalState,"⊂",
00705891-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00707366-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00708017-a,sumo,Fragile,=,
00709744-a,sumo,Unbreakable,=,
00710260-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00711528-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00712419-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00713995-a,sumo,Requesting,"⊂",
00715140-a,sumo,Democracy,=,
00717417-a,sumo,Government,"⊂",
00718924-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00720082-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00720296-a,sumo,TraitAttribute,"⊂",
00720913-a,sumo,TraitAttribute,"⊂",
00721157-a,sumo,capability,"⊂",
00721505-a,sumo,capability,"⊂",
00722110-a,sumo,ContentBearingProcess,"⊂",
00723163-a,sumo,represents,"⊂",
00724081-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00724861-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00725772-a,sumo,capability,"⊂",
00727564-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00730215-a,sumo,Phrase,"⊂",
00730470-a,sumo,Phrase,"⊂",
00730731-a,sumo,member,"⊂",
00731292-a,sumo,member,"⊂",
00731804-a,sumo,SocialInteraction,"⊂",
00732037-a,sumo,member,"⊂",
00732318-a,sumo,FieldOfStudy,"⊂",
00732456-a,sumo,FieldOfStudy,"⊂",
00732682-a,sumo,represents,"⊂",
00732872-a,sumo,represents,"⊂",
00732960-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00733905-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00734318-a,sumo,Damaging,"⊂",
00737246-a,sumo,Maintaining,"⊂",
00737973-a,sumo,capability,"⊂",
00738368-a,sumo,capability,"⊂",
00738593-a,sumo,capability,"⊂",
00739273-a,sumo,capability,"⊂",
00739932-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00740336-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00741076-a,sumo,Plant,"⊂",
00741459-a,sumo,Plant,"⊂",
00741867-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00742425-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00742879-a,sumo,Right,"⊂",
00743435-a,sumo,Left,"⊂",
00744017-a,sumo,Heating,"⊂",
00744141-a,sumo,Heating,"⊃",
00744277-a,sumo,equal,"⊂",
00744506-a,sumo,equal,"⊂",
00744916-a,sumo,SubjectiveAssessmentAttribute,"⊂",
00749230-a,sumo,SubjectiveAssessmentAttribute,"⊂",
