synset,resource,xref,misc,confidence
01250676-v,sumo,Combining,"⊂",
01250795-v,sumo,Removing,"⊂",
01250908-v,sumo,Touching,"⊂",
01251109-v,sumo,Touching,"⊂",
01251228-v,sumo,Washing,"⊂",
01251515-v,sumo,Removing,"⊂",
01251651-v,sumo,Removing,"⊂",
01251828-v,sumo,Covering,"⊂",
01251928-v,sumo,SurfaceChange,"⊂",
01252130-v,sumo,SurfaceChange,"⊂",
01252216-v,sumo,SurfaceChange,"⊂",
01252425-v,sumo,SurfaceChange,"⊂",
01252601-v,sumo,SurfaceChange,"⊂",
01252730-v,sumo,Combining,"⊂",
01252875-v,sumo,Combining,"⊂",
01252971-v,sumo,SurfaceChange,"⊂",
01253363-v,sumo,SurfaceChange,"⊂",
01253468-v,sumo,IntentionalProcess,"⊂",
01253621-v,sumo,SurfaceChange,"⊂",
01253808-v,sumo,Injuring,"⊂",
01254013-v,sumo,ShapeChange,"⊂",
01254324-v,sumo,ShapeChange,"⊂",
01254477-v,sumo,Separating,"⊂",
01254692-v,sumo,Surgery,"⊂",
01254912-v,sumo,Surgery,"⊂",
01255057-v,sumo,Removing,"⊂",
01255222-v,sumo,Cutting,"⊂",
01255355-v,sumo,Removing,"⊂",
01255508-v,sumo,Making,"⊂",
01255624-v,sumo,Cutting,"⊂",
01255807-v,sumo,Cutting,"⊂",
01255967-v,sumo,Cutting,"⊂",
01256157-v,sumo,Making,"⊂",
01256374-v,sumo,Making,"⊂",
01256487-v,sumo,Putting,"⊂",
01256600-v,sumo,SurfaceChange,"⊂",
01256867-v,sumo,Cutting,"⊂",
01257049-v,sumo,Cutting,"⊂",
01257173-v,sumo,Cutting,"⊂",
01257399-v,sumo,Cooking,"⊂",
01257507-v,sumo,Killing,"⊂",
01257621-v,sumo,Cutting,"⊂",
01257817-v,sumo,Cutting,"⊂",
01257953-v,sumo,Cutting,"⊂",
01258091-v,sumo,Cutting,"⊂",
01258302-v,sumo,Falling,"⊂",
01258642-v,sumo,Cutting,"⊂",
01258828-v,sumo,Killing,"⊂",
01259005-v,sumo,SurfaceChange,"⊂",
01259141-v,sumo,SurfaceChange,"⊂",
01259328-v,sumo,ShapeChange,"⊂",
01259458-v,sumo,Separating,"⊂",
01259691-v,sumo,Separating,"⊂",
01259951-v,sumo,Separating,"⊂",
01260159-v,sumo,Separating,"⊂",
01260291-v,sumo,Making,"⊂",
01260428-v,sumo,Impacting,"⊂",
01260593-v,sumo,Impacting,"⊂",
01260685-v,sumo,Impacting,"⊂",
01260850-v,sumo,Impacting,"⊂",
01261018-v,sumo,Removing,"⊂",
01261263-v,sumo,Covering,"⊂",
01261371-v,sumo,Covering,"⊂",
01261491-v,sumo,Covering,"⊂",
01261628-v,sumo,Covering,"⊂",
01261773-v,sumo,Covering,"⊂",
01261950-v,sumo,Covering,"⊂",
01262113-v,sumo,Combining,"⊂",
01262321-v,sumo,Covering,"⊂",
01262470-v,sumo,Covering,"⊂",
01262564-v,sumo,Removing,"⊂",
01262813-v,sumo,Removing,"⊂",
01262936-v,sumo,Separating,"⊂",
01263215-v,sumo,Separating,"⊂",
01263336-v,sumo,Separating,"⊂",
01263479-v,sumo,Separating,"⊂",
01263659-v,sumo,Separating,"⊂",
01263784-v,sumo,Separating,"⊂",
01263904-v,sumo,Covering,"⊂",
01263999-v,sumo,Separating,"⊂",
01264148-v,sumo,Separating,"⊂",
01264283-v,sumo,Covering,"⊂",
01265246-v,sumo,SurfaceChange,"⊂",
01265386-v,sumo,Covering,"⊂",
01265499-v,sumo,Covering,"⊂",
01265649-v,sumo,Covering,"⊂",
01265740-v,sumo,Covering,"⊂",
01265880-v,sumo,Covering,"⊂",
01265989-v,sumo,Covering,"⊂",
01266269-v,sumo,Covering,"⊂",
01266375-v,sumo,SurfaceChange,"⊂",
01266457-v,sumo,Covering,"⊂",
01266604-v,sumo,Covering,"⊂",
01266749-v,sumo,Covering,"⊂",
01266895-v,sumo,Covering,"⊂",
01267098-v,sumo,Covering,"⊂",
01267475-v,sumo,Constructing,"⊂",
01267611-v,sumo,Covering,"⊂",
01267742-v,sumo,Covering,"⊂",
01267866-v,sumo,Covering,"⊂",
01267998-v,sumo,Covering,"⊂",
01268112-v,sumo,Covering,"⊂",
01268297-v,sumo,Covering,"⊂",
01268457-v,sumo,Covering,"⊂",
01268571-v,sumo,Covering,"⊂",
01268726-v,sumo,Covering,"⊂",
01268870-v,sumo,Covering,"⊂",
01269008-v,sumo,Covering,"⊂",
01269224-v,sumo,Covering,"⊂",
01269379-v,sumo,Covering,"⊂",
01269521-v,sumo,Painting,"⊂",
01269702-v,sumo,Covering,"⊂",
01269844-v,sumo,Covering,"⊂",
01269988-v,sumo,Covering,"⊂",
01270116-v,sumo,Wetting,"⊂",
01270199-v,sumo,Removing,"⊂",
01270463-v,sumo,Removing,"⊂",
01270589-v,sumo,Covering,"⊂",
01270784-v,sumo,Combining,"⊂",
01271064-v,sumo,Combining,"⊂",
01271189-v,sumo,Covering,"⊂",
01271454-v,sumo,Combining,"⊂",
01271658-v,sumo,Making,"⊂",
01271778-v,sumo,Covering,"⊂",
01271936-v,sumo,Combining,"⊂",
01272139-v,sumo,Combining,"⊂",
01272234-v,sumo,Constructing,"⊂",
01272349-v,sumo,Covering,"⊂",
01272457-v,sumo,Covering,"⊂",
01272582-v,sumo,Covering,"⊂",
01272798-v,sumo,Covering,"⊂",
01272915-v,sumo,Making,"⊂",
01273016-v,sumo,SurfaceChange,"⊂",
01273263-v,sumo,SurfaceChange,"⊂",
01273406-v,sumo,SurfaceChange,"⊂",
01273529-v,sumo,SurfaceChange,"⊂",
01273632-v,sumo,SurfaceChange,"⊂",
01273814-v,sumo,Combining,"⊂",
01273974-v,sumo,Communication,"⊂",
01274104-v,sumo,Communication,"⊂",
01274254-v,sumo,Impacting,"⊂",
01274341-v,sumo,Surgery,"⊂",
01274559-v,sumo,Surgery,"⊂",
01274657-v,sumo,Removing,"⊂",
01274745-v,sumo,Injuring,"⊂",
01274971-v,sumo,Poking,"⊂",
01275182-v,sumo,Poking,"⊂",
01275301-v,sumo,Poking,"⊂",
01275427-v,sumo,Injuring,"⊂",
01275516-v,sumo,Process,"⊂",
01275658-v,sumo,SurfaceChange,"⊂",
01275762-v,sumo,SurfaceChange,"⊂",
01276080-v,sumo,SurfaceChange,"⊂",
01276192-v,sumo,SurfaceChange,"⊂",
01276361-v,sumo,SurfaceChange,"⊂",
01276593-v,sumo,SurfaceChange,"⊂",
01276800-v,sumo,SurfaceChange,"⊂",
01276970-v,sumo,SurfaceChange,"⊂",
01277173-v,sumo,SurfaceChange,"⊂",
01277305-v,sumo,ShapeChange,"⊂",
01277431-v,sumo,ShapeChange,"⊂",
01277649-v,sumo,ShapeChange,"⊂",
01277784-v,sumo,ShapeChange,"⊂",
01277974-v,sumo,Folding,"⊂",
01278427-v,sumo,ShapeChange,"⊂",
01278817-v,sumo,ShapeChange,"⊂",
01279015-v,sumo,ShapeChange,"⊂",
01279186-v,sumo,ShapeChange,"⊂",
01279305-v,sumo,ShapeChange,"⊂",
01279474-v,sumo,Decreasing,"⊂",
01279631-v,sumo,ShapeChange,"⊂",
01279833-v,sumo,Cutting,"⊂",
01280014-v,sumo,ShapeChange,"⊂",
01280488-v,sumo,BodyMotion,"⊂",
01280645-v,sumo,ShapeChange,"⊂",
01280808-v,sumo,ShapeChange,"⊂",
01280958-v,sumo,ShapeChange,"⊂",
01281069-v,sumo,ShapeChange,"⊂",
01281184-v,sumo,ShapeChange,"⊂",
01281343-v,sumo,ShapeChange,"⊂",
01281500-v,sumo,ShapeChange,"⊂",
01281611-v,sumo,ShapeChange,"⊂",
01281782-v,sumo,ShapeChange,"⊂",
01281912-v,sumo,ShapeChange,"⊂",
01282023-v,sumo,ShapeChange,"⊂",
01282142-v,sumo,ShapeChange,"⊂",
01282294-v,sumo,ShapeChange,"⊂",
01282413-v,sumo,BodyMotion,"⊂",
01282545-v,sumo,ShapeChange,"⊂",
01282888-v,sumo,ShapeChange,"⊂",
01283033-v,sumo,ShapeChange,"⊂",
01283208-v,sumo,Covering,"⊂",
01283611-v,sumo,Covering,"⊂",
01283746-v,sumo,Covering,"⊂",
01283893-v,sumo,Covering,"⊂",
01284002-v,sumo,Covering,"⊂",
01284160-v,sumo,Covering,"⊂",
01284271-v,sumo,Uncovering,"⊂",
01284461-v,sumo,Untying,"⊂",
01284683-v,sumo,Tying,"⊂",
01284908-v,sumo,Untying,"⊂",
01285159-v,sumo,Detaching,"⊂",
01285286-v,sumo,Attaching,"⊂",
01285440-v,sumo,Tying,=,
01286038-v,sumo,Attaching,"⊂",
01286151-v,sumo,Attaching,"⊂",
01286290-v,sumo,Attaching,"⊂",
01286436-v,sumo,Attaching,"⊂",
01286554-v,sumo,Attaching,"⊂",
01286674-v,sumo,Attaching,"⊂",
01286777-v,sumo,Attaching,"⊂",
01286913-v,sumo,Tying,"⊂",
01287242-v,sumo,Tying,"⊂",
01287388-v,sumo,Tying,"⊂",
01287537-v,sumo,Attaching,"⊂",
01287681-v,sumo,Attaching,"⊂",
01287797-v,sumo,Attaching,"⊂",
01287929-v,sumo,Attaching,"⊂",
01288052-v,sumo,Attaching,"⊂",
01288201-v,sumo,Attaching,"⊂",
01288461-v,sumo,Attaching,"⊂",
01288554-v,sumo,Detaching,"⊂",
01288636-v,sumo,Attaching,"⊂",
01288808-v,sumo,Detaching,"⊂",
01288921-v,sumo,Attaching,"⊂",
01289026-v,sumo,Attaching,"⊂",
01289155-v,sumo,Attaching,"⊂",
01289330-v,sumo,Attaching,"⊂",
01289492-v,sumo,Attaching,"⊂",
01289633-v,sumo,Attaching,"⊂",
01289871-v,sumo,Detaching,"⊂",
01290009-v,sumo,Attaching,"⊂",
01290133-v,sumo,Attaching,"⊂",
01290255-v,sumo,Attaching,=,
01290422-v,sumo,Attaching,"⊂",
01290730-v,sumo,Attaching,"⊂",
01290945-v,sumo,Detaching,"⊂",
01291069-v,sumo,Combining,"⊂",
01291527-v,sumo,Combining,"⊂",
01291707-v,sumo,Attaching,"⊂",
01291817-v,sumo,IntentionalProcess,"⊂",
01291941-v,sumo,Attaching,"⊂",
01292169-v,sumo,Attaching,"⊂",
01292366-v,sumo,Attaching,"⊂",
01292534-v,sumo,Attaching,"⊂",
01292727-v,sumo,Attaching,"⊂",
01292885-v,sumo,IntentionalProcess,"⊂",
01293389-v,sumo,Attaching,"⊂",
01293548-v,sumo,Meeting,"⊂",
01293644-v,sumo,Attaching,"⊂",
01293782-v,sumo,ShapeChange,"⊂",
01293918-v,sumo,Attaching,"⊂",
01294026-v,sumo,IntentionalProcess,"⊂",
01294182-v,sumo,Separating,"⊂",
01294396-v,sumo,Separating,"⊂",
01294632-v,sumo,Separating,"⊂",
01294778-v,sumo,Combining,"⊂",
01294889-v,sumo,Attaching,"⊂",
01294992-v,sumo,Making,"⊂",
01295134-v,sumo,Attaching,"⊂",
01295275-v,sumo,Attaching,"⊂",
01295910-v,sumo,Attaching,"⊂",
01296016-v,sumo,Attaching,"⊂",
01296154-v,sumo,Attaching,"⊂",
01296324-v,sumo,Constructing,"⊂",
01296462-v,sumo,Attaching,"⊂",
01297174-v,sumo,Attaching,"⊂",
01297274-v,sumo,Attaching,"⊂",
01297401-v,sumo,Attaching,"⊂",
01297624-v,sumo,Attaching,"⊂",
01297813-v,sumo,Detaching,"⊂",
01297961-v,sumo,ContentDevelopment,"⊂",
01298123-v,sumo,ContentDevelopment,"⊂",
01298283-v,sumo,ContentDevelopment,"⊂",
01298545-v,sumo,ContentDevelopment,"⊂",
01298668-v,sumo,Detaching,"⊂",
01298931-v,sumo,Separating,"⊂",
01299127-v,sumo,Separating,"⊂",
01299268-v,sumo,Cutting,"⊂",
01299473-v,sumo,Cutting,"⊂",
01299562-v,sumo,ShapeChange,"⊂",
01299667-v,sumo,Detaching,"⊂",
01299758-v,sumo,Detaching,"⊂",
01300040-v,sumo,Detaching,"⊂",
01300144-v,sumo,Attaching,"⊂",
01300271-v,sumo,Covering,"⊂",
01300437-v,sumo,Covering,"⊂",
01300565-v,sumo,Attaching,"⊂",
01300655-v,sumo,Attaching,"⊂",
01300805-v,sumo,Attaching,"⊂",
01300937-v,sumo,Guiding,"⊂",
01301051-v,sumo,Guiding,"⊂",
01301230-v,sumo,Guiding,"⊂",
01301410-v,sumo,Keeping,"⊂",
01302019-v,sumo,RegulatoryProcess,"⊂",
01302183-v,sumo,Keeping,"⊂",
01302365-v,sumo,Keeping,"⊂",
01302577-v,sumo,Confining,"⊂",
01302717-v,sumo,Confining,"⊂",
01302854-v,sumo,Keeping,"⊂",
01302982-v,sumo,Attaching,"⊂",
01303123-v,sumo,Attaching,"⊂",
01303242-v,sumo,Tying,"⊂",
01303547-v,sumo,Covering,"⊂",
01303707-v,sumo,Attaching,"⊂",
01303855-v,sumo,Attaching,"⊂",
01303954-v,sumo,Detaching,"⊂",
01304076-v,sumo,Attaching,"⊂",
01304197-v,sumo,Detaching,"⊂",
01304342-v,sumo,Attaching,"⊂",
01304466-v,sumo,Attaching,"⊂",
01304602-v,sumo,Attaching,"⊂",
01304716-v,sumo,Attaching,"⊂",
01304944-v,sumo,Attaching,"⊂",
01305099-v,sumo,Attaching,"⊂",
01305241-v,sumo,Attaching,"⊂",
01305361-v,sumo,Motion,"⊂",
01305542-v,sumo,Attaching,"⊂",
01305731-v,sumo,Guiding,"⊂",
01305939-v,sumo,Guiding,"⊂",
01306047-v,sumo,Removing,"⊂",
01306175-v,sumo,Attaching,"⊂",
01306292-v,sumo,Attaching,"⊂",
01306425-v,sumo,Attaching,"⊂",
01306566-v,sumo,Attaching,"⊂",
01306654-v,sumo,Touching,"⊂",
01306853-v,sumo,Motion,"⊂",
01307020-v,sumo,causes,"⊂",
01307142-v,sumo,Constructing,"⊂",
01307389-v,sumo,SurfaceChange,"⊂",
01307609-v,sumo,Constructing,"⊂",
01307771-v,sumo,Constructing,"⊂",
01307896-v,sumo,Damaging,"⊂",
01308008-v,sumo,causes,"⊂",
01308160-v,sumo,Touching,"⊂",
01308381-v,sumo,Putting,"⊂",
01308681-v,sumo,Process,"⊂",
01309027-v,sumo,Putting,"⊂",
01309143-v,sumo,SurfaceChange,"⊂",
01309478-v,sumo,Injuring,"⊂",
01309701-v,sumo,Making,"⊂",
01310125-v,sumo,ShapeChange,"⊂",
01310249-v,sumo,Removing,"⊂",
01310417-v,sumo,Putting,"⊂",
01310555-v,sumo,Removing,"⊂",
01310660-v,sumo,Removing,"⊂",
01310964-v,sumo,Removing,"⊂",
01311103-v,sumo,Removing,"⊂",
01311378-v,sumo,ShapeChange,"⊂",
01311608-v,sumo,Removing,"⊂",
01311722-v,sumo,PositionalAttribute,"⊂",
01311896-v,sumo,Removing,"⊂",
01312123-v,sumo,Removing,"⊂",
01312261-v,sumo,Removing,"⊂",
01312371-v,sumo,Removing,"⊂",
01312657-v,sumo,Removing,"⊂",
01312810-v,sumo,Removing,"⊂",
01313113-v,sumo,Constructing,"⊂",
01313249-v,sumo,Putting,"⊂",
01313411-v,sumo,Wetting,"⊂",
01313592-v,sumo,Covering,"⊂",
01313780-v,sumo,Impelling,"⊂",
01313923-v,sumo,Removing,"⊂",
01314208-v,sumo,Removing,"⊂",
01314323-v,sumo,Removing,"⊂",
01314440-v,sumo,Pursuing,"⊂",
01314573-v,sumo,Investigating,"⊂",
01314738-v,sumo,Pursuing,"⊂",
01314948-v,sumo,Pursuing,"⊂",
01315140-v,sumo,Pursuing,"⊂",
01315333-v,sumo,Investigating,"⊂",
01315613-v,sumo,Pursuing,=,
01316209-v,sumo,Pursuing,"⊂",
01316401-v,sumo,Pursuing,"⊂",
01316619-v,sumo,Pursuing,"⊂",
01316813-v,sumo,Getting,"⊂",
01316955-v,sumo,Covering,"⊂",
01317064-v,sumo,Investigating,"⊂",
01317276-v,sumo,Investigating,"⊂",
01317424-v,sumo,Pursuing,=,
01317533-v,sumo,Investigating,"⊂",
01317723-v,sumo,Investigating,"⊂",
01318081-v,sumo,Investigating,"⊂",
01318223-v,sumo,Investigating,"⊂",
01318470-v,sumo,Investigating,"⊂",
01318659-v,sumo,Investigating,"⊂",
01318849-v,sumo,Investigating,"⊂",
01319049-v,sumo,Investigating,"⊂",
01319193-v,sumo,Investigating,"⊂",
01319346-v,sumo,Investigating,"⊂",
01319473-v,sumo,Investigating,"⊂",
01319562-v,sumo,Removing,"⊂",
01319738-v,sumo,Killing,"⊂",
01319885-v,sumo,Removing,"⊂",
01320009-v,sumo,Harvesting,"⊂",
01320321-v,sumo,Meeting,"⊂",
01320424-v,sumo,Removing,"⊂",
01320513-v,sumo,Removing,"⊂",
01320669-v,sumo,Removing,"⊂",
01320816-v,sumo,Cutting,"⊂",
01321002-v,sumo,Removing,"⊂",
01321509-v,sumo,Removing,"⊂",
01321671-v,sumo,Removing,"⊂",
01321796-v,sumo,Removing,"⊂",
01321895-v,sumo,Writing,"⊂",
01322223-v,sumo,SurfaceChange,"⊂",
01322391-v,sumo,Writing,"⊂",
01322509-v,sumo,Cutting,"⊂",
01322675-v,sumo,Cutting,"⊂",
01322854-v,sumo,Killing,"⊂",
01323202-v,sumo,Killing,"⊂",
01323338-v,sumo,Poisoning,"⊂",
01323518-v,sumo,Killing,"⊂",
01323793-v,sumo,Poisoning,"⊂",
01323958-v,sumo,Killing,"⊂",
01324996-v,sumo,Killing,"⊂",
01325128-v,sumo,Killing,"⊂",
01325288-v,sumo,Killing,"⊂",
01325536-v,sumo,Death,=,
01325774-v,sumo,Killing,"⊂",
01325934-v,sumo,Killing,"⊂",
01326093-v,sumo,Killing,"⊂",
01326323-v,sumo,Killing,"⊂",
01326424-v,sumo,Killing,"⊂",
01326528-v,sumo,Killing,"⊂",
01326730-v,sumo,Killing,"⊂",
01326890-v,sumo,Killing,"⊂",
01327020-v,sumo,Killing,"⊂",
01327133-v,sumo,Killing,"⊂",
01327301-v,sumo,Killing,"⊂",
01327582-v,sumo,Killing,"⊂",
01327816-v,sumo,Attaching,"⊂",
01328012-v,sumo,Attaching,"⊂",
01328212-v,sumo,Attaching,"⊂",
01328340-v,sumo,Detaching,"⊂",
01328513-v,sumo,Attaching,"⊂",
01328705-v,sumo,Process,"⊂",
01329026-v,sumo,Process,"⊂",
01329141-v,sumo,Attaching,"⊂",
01329239-v,sumo,Sewing,"⊂",
01329732-v,sumo,Sewing,"⊂",
01329875-v,sumo,Attaching,"⊂",
01329987-v,sumo,Detaching,"⊂",
01330093-v,sumo,Attaching,"⊂",
01330269-v,sumo,Attaching,"⊂",
01330442-v,sumo,Attaching,"⊂",
01330567-v,sumo,Attaching,"⊂",
01330676-v,sumo,Attaching,"⊂",
01330822-v,sumo,Attaching,"⊂",
01331027-v,sumo,Poking,"⊂",
01331147-v,sumo,Attaching,"⊂",
01331237-v,sumo,Attaching,"⊂",
01331348-v,sumo,Attaching,"⊂",
01331518-v,sumo,Attaching,"⊂",
01331689-v,sumo,Attaching,"⊂",
01331818-v,sumo,Attaching,"⊂",
01331988-v,sumo,Attaching,"⊂",
01332205-v,sumo,Attaching,"⊂",
01332483-v,sumo,Attaching,"⊂",
01332599-v,sumo,Covering,"⊂",
01332730-v,sumo,Covering,"⊂",
01334535-v,sumo,Covering,"⊂",
01334647-v,sumo,Covering,"⊂",
01334744-v,sumo,Covering,"⊂",
01334931-v,sumo,Covering,"⊂",
01335075-v,sumo,Covering,"⊂",
01335202-v,sumo,Covering,"⊂",
01335322-v,sumo,Covering,"⊂",
01335461-v,sumo,Covering,"⊂",
01335588-v,sumo,Covering,"⊂",
01335711-v,sumo,Covering,"⊂",
01335804-v,sumo,Attaching,"⊂",
01336007-v,sumo,Attaching,"⊂",
01336159-v,sumo,Covering,"⊂",
01336334-v,sumo,Covering,"⊂",
01336440-v,sumo,Covering,"⊂",
01336541-v,sumo,Covering,"⊂",
01336635-v,sumo,Covering,"⊂",
01336864-v,sumo,SurfaceChange,"⊂",
01337092-v,sumo,Covering,"⊂",
01337224-v,sumo,Covering,"⊂",
01337412-v,sumo,Covering,"⊂",
01337526-v,sumo,Covering,"⊂",
01337653-v,sumo,Covering,"⊂",
01337819-v,sumo,Covering,"⊂",
01337927-v,sumo,Covering,"⊂",
01338113-v,sumo,Covering,"⊂",
01338247-v,sumo,Covering,"⊂",
01338368-v,sumo,Covering,"⊂",
01338501-v,sumo,Covering,"⊂",
01338663-v,sumo,Constructing,"⊂",
01338878-v,sumo,Constructing,"⊂",
01339050-v,sumo,Covering,"⊂",
01339181-v,sumo,Making,"⊂",
01339294-v,sumo,Covering,"⊂",
01339505-v,sumo,Uncovering,"⊂",
01339812-v,sumo,Uncovering,"⊂",
01339903-v,sumo,Uncovering,"⊂",
01340028-v,sumo,Uncovering,"⊂",
01340149-v,sumo,Attaching,"⊂",
01340283-v,sumo,Attaching,"⊂",
01340439-v,sumo,Attaching,"⊂",
01341815-v,sumo,Attaching,"⊂",
01341897-v,sumo,Putting,"⊂",
01342012-v,sumo,Attaching,"⊂",
01342124-v,sumo,Attaching,"⊂",
01342224-v,sumo,Motion,"⊂",
01342340-v,sumo,Guiding,"⊂",
01342439-v,sumo,Attaching,"⊂",
01342536-v,sumo,Attaching,"⊂",
01342636-v,sumo,Attaching,"⊂",
01342755-v,sumo,Attaching,"⊂",
01342910-v,sumo,Keeping,"⊂",
01343079-v,sumo,Removing,"⊂",
01343204-v,sumo,Attaching,"⊂",
01343372-v,sumo,Attaching,"⊂",
01343482-v,sumo,Impacting,"⊂",
01343610-v,sumo,Attaching,"⊂",
01343773-v,sumo,Attaching,"⊂",
01343892-v,sumo,Attaching,"⊂",
01344140-v,sumo,Detaching,"⊂",
01344293-v,sumo,Detaching,"⊂",
01344537-v,sumo,Detaching,"⊂",
01344643-v,sumo,Attaching,"⊂",
01344748-v,sumo,Attaching,"⊂",
01344903-v,sumo,Attaching,"⊂",
01345109-v,sumo,Closing,=,
01345589-v,sumo,Putting,"⊂",
01345769-v,sumo,Closing,"⊂",
01345877-v,sumo,Confining,"⊂",
01346003-v,sumo,Opening,"⊂",
01346430-v,sumo,Motion,"⊂",
01346548-v,sumo,Motion,"⊂",
01346693-v,sumo,Motion,"⊂",
01346804-v,sumo,Opening,"⊂",
01346978-v,sumo,Closing,"⊂",
01347172-v,sumo,Motion,"⊂",
01347298-v,sumo,Confining,"⊂",
01347519-v,sumo,Confining,"⊂",
01347678-v,sumo,Keeping,"⊂",
01348013-v,sumo,Keeping,"⊂",
01348174-v,sumo,Attaching,"⊂",
01348452-v,sumo,Keeping,"⊂",
01348599-v,sumo,Keeping,"⊂",
01348705-v,sumo,Opening,"⊂",
01348838-v,sumo,Keeping,"⊂",
01348987-v,sumo,Detaching,"⊂",
01349130-v,sumo,BodyMotion,"⊂",
01349318-v,sumo,Drying,"⊂",
01349493-v,sumo,Detaching,"⊂",
01349893-v,sumo,Meeting,"⊂",
01350025-v,sumo,Transfer,"⊂",
01350283-v,sumo,Touching,"⊂",
01350449-v,sumo,IntentionalProcess,"⊂",
01350699-v,sumo,ShapeChange,"⊂",
01350971-v,sumo,ShapeChange,"⊂",
01351170-v,sumo,Removing,"⊂",
01351601-v,sumo,Decoding,"⊂",
01351754-v,sumo,Removing,"⊂",
01352010-v,sumo,Removing,"⊂",
01352154-v,sumo,Removing,"⊂",
01352273-v,sumo,Removing,"⊂",
01352390-v,sumo,Removing,"⊂",
01352528-v,sumo,Detaching,"⊂",
01352680-v,sumo,Detaching,"⊂",
01352806-v,sumo,Attaching,"⊂",
01352996-v,sumo,Attaching,"⊂",
01353169-v,sumo,Attaching,"⊂",
01353311-v,sumo,Motion,"⊂",
01353405-v,sumo,Putting,"⊂",
01353670-v,sumo,Motion,"⊂",
01353873-v,sumo,Detaching,"⊂",
01354006-v,sumo,Keeping,"⊂",
01354285-v,sumo,Keeping,"⊂",
01354405-v,sumo,Making,"⊂",
01354565-v,sumo,Making,"⊂",
01354673-v,sumo,Attaching,"⊂",
01355276-v,sumo,Attaching,"⊂",
01355411-v,sumo,ContentDevelopment,"⊂",
01355518-v,sumo,Process,"⊂",
01355646-v,sumo,Process,"⊂",
01355810-v,sumo,Making,"⊂",
01355906-v,sumo,Communication,"⊂",
01356038-v,sumo,Detaching,"⊂",
01356256-v,sumo,Separating,"⊂",
01356370-v,sumo,Attaching,=,
01356582-v,sumo,Attaching,"⊂",
01356750-v,sumo,Attaching,"⊂",
01357141-v,sumo,SocialInteraction,"⊂",
01357288-v,sumo,Attaching,"⊂",
01357429-v,sumo,Attaching,"⊂",
01357656-v,sumo,Attaching,"⊂",
01357831-v,sumo,Attaching,"⊂",
01358023-v,sumo,Constructing,"⊂",
01358191-v,sumo,Attaching,"⊂",
01358328-v,sumo,Covering,"⊂",
01358573-v,sumo,Removing,"⊂",
01358737-v,sumo,Covering,"⊂",
01358855-v,sumo,Covering,"⊂",
01359007-v,sumo,Covering,"⊂",
01359145-v,sumo,Making,"⊂",
01359303-v,sumo,Making,"⊂",
01359432-v,sumo,Attaching,"⊂",
01359803-v,sumo,BodyMotion,"⊂",
01359917-v,sumo,Removing,"⊂",
01360091-v,sumo,Attaching,"⊂",
01360197-v,sumo,IntentionalPsychologicalProcess,"⊂",
01360316-v,sumo,Removing,"⊂",
01360423-v,sumo,Attaching,"⊂",
01360571-v,sumo,ShapeChange,"⊂",
01360715-v,sumo,ShapeChange,"⊂",
01360899-v,sumo,Covering,"⊂",
01361240-v,sumo,Covering,"⊂",
01361387-v,sumo,Covering,"⊂",
01361561-v,sumo,Covering,"⊂",
01361779-v,sumo,Covering,"⊂",
01361884-v,sumo,Covering,"⊂",
01361998-v,sumo,SurfaceChange,"⊂",
01362136-v,sumo,Covering,"⊂",
01362291-v,sumo,Covering,"⊂",
01362430-v,sumo,Covering,"⊂",
01362568-v,sumo,Covering,"⊂",
01362736-v,sumo,Painting,=,
01363005-v,sumo,Covering,"⊂",
01363174-v,sumo,Covering,"⊂",
01363320-v,sumo,Covering,"⊂",
01363482-v,sumo,Covering,"⊂",
01363648-v,sumo,Covering,"⊂",
01364019-v,sumo,Eating,"⊂",
01364184-v,sumo,Cooking,"⊂",
01364357-v,sumo,Cooking,"⊂",
01364483-v,sumo,Covering,"⊂",
01364637-v,sumo,Covering,"⊂",
01364733-v,sumo,Making,"⊂",
01364874-v,sumo,Making,"⊂",
01364997-v,sumo,Combining,"⊂",
01365131-v,sumo,Covering,"⊂",
01365355-v,sumo,Covering,"⊂",
01365549-v,sumo,Attaching,"⊂",
01365709-v,sumo,Pursuing,"⊂",
01365839-v,sumo,Pursuing,"⊂",
01365945-v,sumo,Pursuing,"⊂",
01366061-v,sumo,Attaching,"⊂",
01366199-v,sumo,Detaching,"⊂",
01366321-v,sumo,Removing,"⊂",
01366426-v,sumo,IntentionalProcess,"⊂",
01366653-v,sumo,Attaching,"⊂",
01366809-v,sumo,Attaching,"⊂",
01366926-v,sumo,Covering,"⊂",
01367069-v,sumo,Attaching,"⊂",
01367266-v,sumo,Attaching,"⊂",
01367456-v,sumo,Detaching,"⊂",
01367616-v,sumo,Attaching,"⊂",
01367760-v,sumo,Detaching,"⊂",
01367862-v,sumo,Attaching,"⊂",
01368001-v,sumo,Detaching,"⊂",
01368126-v,sumo,Making,"⊂",
01368264-v,sumo,Attaching,"⊂",
01368474-v,sumo,Detaching,"⊂",
01368597-v,sumo,ShapeChange,"⊂",
01368863-v,sumo,ShapeChange,"⊂",
01369059-v,sumo,Guiding,"⊂",
01369204-v,sumo,Damaging,"⊂",
01369346-v,sumo,Separating,"⊂",
01369758-v,sumo,Damaging,"⊂",
01370126-v,sumo,Motion,"⊂",
01370245-v,sumo,Touching,"⊂",
01370336-v,sumo,Damaging,"⊂",
01370439-v,sumo,Damaging,"⊂",
